9.74,0.0,2.0,1.0
8.98,0.0,2.0,1.0
8.98,0.0,2.0,1.0
9.23,0.0,2.0,1.0
9.74,0.0,2.0,1.0
10.8,1.0,3.0,2.0
10.8,3.0,3.0,2.0
11.08,3.0,3.0,2.0
11.65,3.0,3.0,2.0
11.94,4.0,3.0,2.0
12.23,4.0,3.0,2.0
13.15,4.0,3.0,2.0
13.47,4.0,3.0,2.0
13.15,4.0,3.0,2.0
14.11,5.0,3.0,2.0
14.44,5.0,3.0,2.0
13.79,6.0,3.0,2.0
14.44,6.0,3.0,2.0
14.44,6.0,3.0,2.0
15.48,7.0,3.0,2.0
14.11,7.0,3.0,2.0
14.44,7.0,3.0,2.0
14.11,9.0,3.0,2.0
14.44,9.0,3.0,2.0
14.44,9.0,3.0,2.0
14.78,9.0,3.0,2.0
15.13,10.0,3.0,2.0
15.48,10.0,3.0,2.0
15.13,11.0,3.0,2.0
14.78,11.0,3.0,2.0
14.44,11.0,3.0,2.0
14.44,12.0,3.0,2.0
5.44,12.0,3.0,1.0
4.12,12.0,3.0,1.0
4.3,13.0,3.0,1.0
5.05,13.0,3.0,1.0
5.24,13.0,3.0,1.0
5.05,15.0,3.0,1.0
5.05,15.0,3.0,1.0
5.64,15.0,3.0,1.0
5.05,15.0,3.0,1.0
5.05,16.0,3.0,1.0
5.05,17.0,3.0,1.0
5.24,17.0,3.0,1.0
5.44,17.0,3.0,1.0
5.64,17.0,3.0,1.0
5.84,17.0,3.0,1.0
5.84,18.0,3.0,1.0
6.04,18.0,3.0,1.0
5.64,20.0,3.0,1.0
5.44,20.0,3.0,1.0
5.84,21.0,3.0,1.0
6.04,21.0,3.0,1.0
6.04,21.0,3.0,1.0
6.25,21.0,3.0,1.0
6.04,22.0,3.0,1.0
6.04,22.0,3.0,1.0
6.25,22.0,3.0,1.0
6.67,22.0,3.0,1.0
6.67,22.0,3.0,1.0
6.67,23.0,3.0,1.0
6.67,23.0,3.0,1.0
6.46,23.0,3.0,1.0
6.11,23.0,3.0,1.0
6.04,23.0,3.0,1.0
5.84,24.0,3.0,1.0
5.64,24.0,3.0,1.0
5.84,25.0,3.0,1.0
10.8,25.0,3.0,2.0
12.23,26.0,3.0,2.0
12.23,27.0,3.0,2.0
12.53,27.0,3.0,2.0
25.84,27.0,3.0,4.0
21.49,27.0,3.0,3.0
23.94,28.0,3.0,4.0
22.58,29.0,3.0,3.0
22.74,29.0,3.0,3.0
21.64,30.0,3.0,3.0
22.42,30.0,3.0,3.0
22.42,30.0,3.0,3.0
22.1,31.0,3.0,3.0
22.74,32.0,3.0,3.0
22.91,33.0,3.0,3.0
22.58,34.0,3.0,3.0
23.41,34.0,3.0,4.0
23.24,34.0,3.0,4.0
22.91,34.0,3.0,3.0
22.74,36.0,3.0,3.0
22.58,36.0,3.0,3.0
22.42,38.0,3.0,3.0
22.58,38.0,3.0,3.0
22.42,39.0,2.0,3.0
22.26,41.0,2.0,3.0
21.8,41.0,2.0,3.0
21.95,42.0,2.0,3.0
21.49,42.0,2.0,3.0
21.49,43.0,2.0,3.0
21.64,44.0,2.0,3.0
21.35,45.0,2.0,3.0
21.35,45.0,2.0,3.0
21.8,45.0,2.0,3.0
21.49,45.0,2.0,3.0
21.64,46.0,2.0,3.0
21.95,46.0,2.0,3.0
22.1,47.0,2.0,3.0
21.95,48.0,2.0,3.0
22.42,49.0,2.0,3.0
22.42,51.0,2.0,3.0
22.58,51.0,2.0,3.0
22.42,51.0,2.0,3.0
22.74,51.0,2.0,3.0
22.91,51.0,2.0,3.0
22.74,53.0,2.0,3.0
22.91,53.0,2.0,3.0
23.07,53.0,2.0,4.0
23.24,54.0,2.0,4.0
23.41,54.0,2.0,4.0
23.41,54.0,2.0,4.0
23.59,54.0,2.0,4.0
23.76,55.0,2.0,4.0
23.94,55.0,2.0,4.0
24.3,56.0,2.0,4.0
24.12,56.0,2.0,4.0
23.41,57.0,2.0,4.0
23.94,57.0,2.0,4.0
23.94,58.0,3.0,4.0
23.76,58.0,3.0,4.0
24.3,59.0,3.0,4.0
23.76,59.0,3.0,4.0
23.94,60.0,2.0,4.0
24.3,60.0,2.0,4.0
23.94,61.0,2.0,4.0
24.48,61.0,2.0,4.0
24.67,62.0,2.0,4.0
24.86,62.0,2.0,4.0
25.05,62.0,2.0,4.0
24.67,63.0,2.0,4.0
24.48,63.0,2.0,4.0
25.05,63.0,2.0,4.0
25.05,64.0,2.0,4.0
24.67,64.0,2.0,4.0
24.12,65.0,2.0,4.0
24.67,66.0,2.0,4.0
25.05,66.0,2.0,4.0
24.67,67.0,2.0,4.0
24.48,68.0,3.0,4.0
24.67,69.0,2.0,4.0
24.48,69.0,2.0,4.0
24.86,71.0,2.0,4.0
25.24,71.0,2.0,4.0
24.67,73.0,2.0,4.0
24.67,73.0,2.0,4.0
24.86,73.0,2.0,4.0
24.86,73.0,2.0,4.0
24.86,74.0,3.0,4.0
24.86,74.0,3.0,4.0
23.94,75.0,3.0,4.0
24.3,76.0,2.0,4.0
25.05,77.0,2.0,4.0
25.05,78.0,3.0,4.0
25.24,78.0,3.0,4.0
25.44,78.0,3.0,4.0
24.86,78.0,3.0,4.0
24.86,78.0,3.0,4.0
25.05,79.0,2.0,4.0
25.24,80.0,2.0,4.0
24.48,80.0,2.0,4.0
24.48,81.0,2.0,4.0
24.86,82.0,2.0,4.0
24.86,82.0,2.0,4.0
25.05,82.0,2.0,4.0
25.05,82.0,2.0,4.0
24.48,83.0,2.0,4.0
24.48,84.0,2.0,4.0
25.05,84.0,2.0,4.0
24.67,84.0,2.0,4.0
19.23,85.0,2.0,3.0
15.44,86.0,2.0,2.0
20.36,88.0,2.0,3.0
14.48,88.0,2.0,2.0
15.24,88.0,2.0,2.0
14.67,89.0,2.0,2.0
11.8,89.0,2.0,2.0
10.63,89.0,2.0,2.0
9.69,91.0,2.0,1.0
9.82,91.0,2.0,1.0
8.59,91.0,2.0,1.0
8.95,92.0,3.0,1.0
3.07,92.0,3.0,1.0
3.07,94.0,3.0,1.0
1.64,94.0,3.0,1.0
9.07,95.0,3.0,1.0
5.44,96.0,3.0,1.0
2.58,96.0,3.0,1.0
5.64,97.0,1.0,1.0
5.84,97.0,1.0,1.0
6.04,98.0,1.0,1.0
6.67,99.0,1.0,1.0
6.46,99.0,1.0,1.0
6.89,99.0,1.0,1.0
7.56,99.0,1.0,1.0
7.33,100.0,1.0,1.0
6.67,101.0,1.0,1.0
7.56,101.0,1.0,1.0
6.89,102.0,1.0,1.0
7.11,102.0,1.0,1.0
6.89,102.0,1.0,1.0
6.89,103.0,1.0,1.0
6.89,104.0,1.0,1.0
7.11,104.0,1.0,1.0
7.11,104.0,1.0,1.0
2.26,105.0,1.0,1.0
2.58,105.0,1.0,1.0
4.3,106.0,2.0,1.0
4.48,106.0,2.0,1.0
4.48,107.0,1.0,1.0
3.24,107.0,1.0,1.0
3.41,108.0,1.0,1.0
12.74,109.0,1.0,2.0
12.58,109.0,1.0,2.0
11.95,109.0,1.0,2.0
11.8,110.0,1.0,2.0
12.42,111.0,1.0,2.0
12.42,111.0,1.0,2.0
11.64,111.0,1.0,2.0
12.58,112.0,1.0,2.0
12.74,112.0,1.0,2.0
12.91,113.0,2.0,2.0
12.74,113.0,2.0,2.0
12.58,114.0,1.0,2.0
12.42,114.0,1.0,2.0
12.74,114.0,1.0,2.0
12.42,115.0,2.0,2.0
12.26,116.0,3.0,2.0
11.8,117.0,2.0,2.0
6.75,117.0,2.0,1.0
6.56,117.0,2.0,1.0
14.48,118.0,2.0,2.0
9.23,119.0,2.0,1.0
10.53,119.0,2.0,2.0
11.08,120.0,2.0,2.0
10.8,120.0,2.0,2.0
12.53,121.0,2.0,2.0
11.65,121.0,2.0,2.0
12.23,121.0,2.0,2.0
12.53,121.0,2.0,2.0
13.15,121.0,2.0,2.0
13.94,121.0,2.0,2.0
16.56,122.0,2.0,2.0
10.26,122.0,2.0,2.0
12.84,122.0,2.0,2.0
18.25,123.0,3.0,3.0
17.78,123.0,3.0,3.0
17.56,123.0,3.0,3.0
10.8,124.0,3.0,2.0
15.44,124.0,3.0,2.0
13.94,125.0,3.0,2.0
18.98,126.0,3.0,3.0
13.07,127.0,3.0,2.0
12.54,128.0,3.0,2.0
19.23,128.0,3.0,3.0
19.48,128.0,3.0,3.0
11.94,128.0,3.0,2.0
10.66,129.0,3.0,2.0
11.58,129.0,3.0,2.0
11.58,130.0,3.0,2.0
11.58,130.0,3.0,2.0
11.58,131.0,3.0,2.0
13.03,131.0,3.0,2.0
11.58,132.0,2.0,2.0
11.58,132.0,2.0,2.0
11.58,133.0,2.0,2.0
